#Rank Added Replica      Index                Energy (eV)  Volume  A      B      C      Alpha  Beta   Gamma  Spacegroup Mutation         ParentA  ParentB  Crossover                      Cluster Cluster_Members Revisits
77    0     init_pool    3_01279              -186946.400  1037.0  8.13   8.77   14.89  102.5  90.1   91.1   9                                                                            None    None    None   
78    0     init_pool    3_02361              -186946.394  1040.7  8.80   9.68   12.26  95.2   90.1   90.1   1                                                                            None    None    None   
79    0     init_pool    3_09514              -186946.386  1039.9  9.59   10.61  11.39  89.8   89.9   63.8   14                                                                           None    None    None   
80    0     init_pool    3_09061              -186946.381  1016.1  7.46   10.69  12.80  85.0   89.9   89.8   4                                                                            None    None    None   
81    0     init_pool    3_08524              -186946.373  1023.0  7.14   10.73  13.34  90.1   90.3   90.0   33                                                                           None    None    None   
82    0     init_pool    3_03915              -186946.372  1037.9  6.98   10.77  13.91  97.0   90.0   90.0   14                                                                           None    None    None   
83    0     init_pool    3_04232              -186946.370  1033.1  5.98   10.21  16.91  89.9   89.9   89.9   29                                                                           None    None    None   
84    0     init_pool    3_06497              -186946.350  1020.2  8.46   9.62   12.53  88.2   90.0   90.0   4                                                                            None    None    None   
85    0     init_pool    3_01567              -186946.346  1043.7  9.31   10.24  10.96  90.0   93.3   90.1   7                                                                            None    None    None   
86    0     init_pool    3_03460              -186946.337  1035.8  6.74   12.00  13.81  106.9  102.2  93.6   1                                                                            None    None    None   
87    0     init_pool    3_08052              -186946.323  1073.6  9.24   10.15  12.30  88.5   68.6   87.9   9                                                                            None    None    None   
88    0     init_pool    3_04335              -186946.304  1051.0  7.14   11.17  13.20  90.2   90.0   93.1   4                                                                            None    None    None   
89    0     init_pool    3_05202              -186946.293  1101.7  6.81   10.15  15.96  90.0   92.0   90.0   4                                                                            None    None    None   
90    0     init_pool    3_06756              -186946.270  1038.3  9.78   9.93   10.69  90.1   90.0   90.0   29                                                                           None    None    None   
91    0     init_pool    3_06077              -186946.212  1064.0  7.25   10.63  13.91  97.5   90.1   90.1   7                                                                            None    None    None   
92    0     init_pool    3_08141              -186946.186  1076.3  7.62   10.27  13.76  90.1   90.6   91.4   29                                                                           None    None    None   
93    0     init_pool    3_02507              -186946.176  1090.6  7.19   9.18   16.56  88.2   86.6   89.5   1                                                                            None    None    None   
94    0     init_pool    3_07449              -186946.158  1021.2  6.79   11.62  12.94  90.0   89.7   89.4   29                                                                           None    None    None   
95    0     init_pool    3_09185              -186946.151  1073.0  9.41   10.15  11.38  90.9   99.0   90.8   14                                                                           None    None    None   
96    0     init_pool    3_04539              -186946.090  1051.9  7.32   9.73   15.85  81.6   89.4   70.6   2                                                                            None    None    None   
97    0     init_pool    3_02980              -186945.990  1018.8  6.74   11.55  13.25  90.0   82.9   84.3   2                                                                            None    None    None   
98    0     init_pool    3_06789              -186945.973  1057.9  8.42   10.53  11.93  90.0   90.0   90.0   33                                                                           None    None    None   
99    0     init_pool    3_06499              -186945.893  1089.9  6.27   13.18  13.20  90.0   90.0   90.0   81                                                                           None    None    None   
